path,user,test,no_para,are_timestamps_distinct,initial_rows,final_rows,dropped_rows
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018a_test11_BDT_11_06-09-2019/User018a_test11_BDT_11_06-09-2019_recording0,18,11,5,TRUE,10677,10601,76
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018d_test5_BES_05_06-09-2019/User018d_test5_BES_05_06-09-2019_recording0,18,5,5,TRUE,12951,12281,670
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018c_test0_IET_00_06-09-2019/User018c_test0_IET_00_06-09-2019_recording0,18,0,5,TRUE,12128,11627,501
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018d_test7_BDS_07_06-09-2019/User018d_test7_BDS_07_06-09-2019_recording0,18,7,5,TRUE,10503,9917,586
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018c_test2_IDT_02_06-09-2019/User018c_test2_IDT_02_06-09-2019_recording0,18,2,5,TRUE,8812,8358,454
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018c_test1_BET_01_06-09-2019/User018c_test1_BET_01_06-09-2019_recording0,18,1,5,TRUE,12008,11463,545
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018d_test4_IES_04_06-09-2019/User018d_test4_IES_04_06-09-2019_recording0,18,4,5,TRUE,11666,11047,619
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018a_test10_IDT_10_06-09-2019/User018a_test10_IDT_10_06-09-2019_recording0,18,10,5,TRUE,11674,11522,152
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018b_test15_BDS_15_06-09-2019/User018b_test15_BDS_15_06-09-2019_recording0,18,15,5,TRUE,11226,8671,2555
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018b_test13_BES_13_06-09-2019/User018b_test13_BES_13_06-09-2019_recording0,18,13,5,TRUE,11295,10958,337
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018b_test12_IES_12_06-09-2019/User018b_test12_IES_12_06-09-2019_recording0,18,12,5,TRUE,10433,10121,312
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018b_test14_IDS_14_06-09-2019/User018b_test14_IDS_14_06-09-2019_recording0,18,14,5,TRUE,11121,10790,331
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018a_test9_BET_09_06-09-2019/User018a_test9_BET_09_06-09-2019_recording0,18,9,5,TRUE,16214,16046,168
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018a_test8_IET_08_06-09-2019/User018a_test8_IET_08_06-09-2019_recording0,18,8,5,TRUE,17165,17026,139
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006c_test8_IET_08_02-09-2019/User006c_test8_IET_08_02-09-2019_recording0,6,8,5,TRUE,15308,14441,867
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006c_test9_BET_09_02-09-2019/User006c_test9_BET_09_02-09-2019_recording0,6,9,5,TRUE,11625,10763,862
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006a_test2_IDT_02_02-09-2019/User006a_test2_IDT_02_02-09-2019_recording0,6,2,5,TRUE,9868,9457,411
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006b_test4_IES_04_02-09-2019/User006b_test4_IES_04_02-09-2019_recording0,6,4,5,TRUE,13883,13280,603
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006c_test10_IDT_10_02-09-2019/User006c_test10_IDT_10_02-09-2019_recording0,6,10,5,TRUE,7748,6874,874
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006b_test7_BDS_07_02-09-2019/User006b_test7_BDS_07_02-09-2019_recording0,6,7,5,TRUE,9845,9276,569
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006a_test1_BET_01_02-09-2019/User006a_test1_BET_01_02-09-2019_recording0,6,1,5,TRUE,12095,11662,433
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006b_test5_BES_05_02-09-2019/User006b_test5_BES_05_02-09-2019_recording0,6,5,5,TRUE,17201,16622,579
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006c_test11_BDT_11_02-09-2019/User006c_test11_BDT_11_02-09-2019_recording0,6,11,5,TRUE,9918,9195,723
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006a_test3_BDT_03_02-09-2019/User006a_test3_BDT_03_02-09-2019_recording0,6,3,5,TRUE,9675,9426,249
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006a_test0_IET_00_02-09-2019/User006a_test0_IET_00_02-09-2019_recording0,6,0,5,TRUE,9394,9019,375
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006b_test6_IDS_06_02-09-2019/User006b_test6_IDS_06_02-09-2019_recording0,6,6,5,TRUE,10785,10206,579
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006d_test13_BES_13_02-09-2019/User006d_test13_BES_13_02-09-2019_recording0,6,13,5,TRUE,11795,10770,1025
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006d_test15_BDS_15_02-09-2019/User006d_test15_BDS_15_02-09-2019_recording0,6,15,5,TRUE,5535,4920,615
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006d_test14_IDS_14_02-09-2019/User006d_test14_IDS_14_02-09-2019_recording0,6,14,5,TRUE,6339,5550,789
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006d_test12_IES_12_02-09-2019/User006d_test12_IES_12_02-09-2019_recording0,6,12,5,TRUE,21437,20302,1135
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011b_test7_BDS_07_04-09-2019/User011b_test7_BDS_07_04-09-2019_recording0,11,7,5,TRUE,13711,5514,8197
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011a_test1_BET_01_04-09-2019/User011a_test1_BET_01_04-09-2019_recording0,11,1,5,TRUE,13041,3082,9959
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011a_test2_IDT_02_04-09-2019/User011a_test2_IDT_02_04-09-2019_recording0,11,2,5,TRUE,12679,4172,8507
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011b_test4_IES_04_04-09-2019/User011b_test4_IES_04_04-09-2019_recording0,11,4,5,TRUE,18569,7430,11139
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011a_test0_IET_00_04-09-2019/User011a_test0_IET_00_04-09-2019_recording0,11,0,5,TRUE,11558,1730,9828
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011b_test6_IDS_06_04-09-2019/User011b_test6_IDS_06_04-09-2019_recording0,11,6,5,TRUE,18156,8424,9732
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011b_test5_BES_05_04-09-2019/User011b_test5_BES_05_04-09-2019_recording0,11,5,5,TRUE,20192,9445,10747
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011a_test3_BDT_03_04-09-2019/User011a_test3_BDT_03_04-09-2019_recording0,11,3,5,TRUE,10542,3500,7042
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011d_test15_BDS_15_04-09-2019/User011d_test15_BDS_15_04-09-2019_recording0,11,15,5,TRUE,18099,9309,8790
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011d_test13_BES_13_04-09-2019/User011d_test13_BES_13_04-09-2019_recording0,11,13,5,TRUE,17431,6566,10865
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011d_test12_IES_12_04-09-2019/User011d_test12_IES_12_04-09-2019_recording0,11,12,5,TRUE,3356,1838,1518
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011d_test14_IDS_14_04-09-2019/User011d_test14_IDS_14_04-09-2019_recording0,11,14,5,TRUE,16432,6542,9890
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011c_test8_IET_08_04-09-2019/User011c_test8_IET_08_04-09-2019_recording0,11,8,5,TRUE,16963,5046,11917
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011c_test10_IDT_10_04-09-2019/User011c_test10_IDT_10_04-09-2019_recording0,11,10,5,TRUE,9291,2721,6570
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011c_test9_BET_09_04-09-2019/User011c_test9_BET_09_04-09-2019_recording0,11,9,5,TRUE,13667,3681,9986
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011c_test11_BDT_11_04-09-2019/User011c_test11_BDT_11_04-09-2019_recording0,11,11,5,TRUE,11086,3768,7318
